qid,question,ground_truth,topic
record_98921,"Passage: British holidaymakers are in a race against time to get out of Austrian ski resorts before more snowfalls arrive at the weekend. Many have become stranded since the weekend because of the heaviest snowfalls in Alps in the past 30 years. Some holiday makers are four days overdue to be back home and back at work due to the weather. As much as 18ft has fallen over the past few days. Scroll down for video... Clearing up: A resident in Ischgl, Austria, contemplates the enormous task of clearing the snow from his roof Snowed in: Thick layers cover a roadside chapel near Ischgl (left) and block the first floor windows of a house in Galtuer (right) both in Austria
@highlight
1,000 British skiers trapped in Alps after severe snowfalls
@highlight
Falling trees and rocks blocking many routes
@highlight
Avalanche warning raised to stage three, or 'considerable risk'
@highlight
Holidaymakers advised to stay indoors

Query: flew into @placeholder on Saturday and only reached the resort he wanted to",0,superglue
record_78640,"Passage: JAKARTA, Indonesia (CNN) -- The bodies of two of the three men executed for the deadly bombing of two nightclubs in Bali, Indonesia, were returned to their village Sunday. Balinese relatives of Bali bombing victims pray in the resort island on Sunday following the executions. At least one police officer was injured by ""pushing and shoving"" between police and funeral-goers as the bodies of two executed brothers were returned to their families in Tenggulun. It was unclear where the body of the third executed bomber was. Hundreds of police were in Tenggulun and Serang, cities in East and West Java province respectively, where supporters awaited the bodies, The Associated Press reported.
@highlight
NEW: Bodies of two executed bombers return Sunday to home village
@highlight
Brothers, third man executed by firing squad at Indonesian prison
@highlight
2002 bombings killed 202, many of them Australians vacationing in Kuta
@highlight
Hundreds of members of hardline Muslim groups plan protest

Query: The deadly bombing ripped through two popular nightclubs in Kuta, on the @placeholder resort island of Bali, in October 2002.",0,superglue
record_92438,"Passage: Global animal lovers are up in arms over a teenage Texas girl's love of killing big African game, so much so that they're even demanding she be banned from posting pictures of herself smiling alongside her trophies online. Nineteen-year-old Kendall Jones claims photos of dead hippos, elephants, lions and other beasts on Facebook are a testament to her hunting skills and dedication to game preservation. But critics are appalled by the teen's beaming social media and are calling Kendall sick and depraved for killing the rare animals and boasting about it online. Scroll down for video Conserving by killing? 19-year-old Texas cheerleader Kendall Jones really likes to kill rare animals in Africa. While she pays for her legal hunts, her critics says she's not the conservationist she claims to be
@highlight
Kendall Jones, 19, is posting the photos on Facebook, where some believe the shots should be taken down
@highlight
Jones has posted shots of herself posing with dead elephants, hippos and lions among others that she's killed across Africa
@highlight
Jones claims her kills come after a 'fair chase,' but thousands are demanding that Facebook remove the posts
@highlight
Jones is a cheerleader at Texas Tech and is gunning for a reality show about her African adventures

Query: family pride: Jones first learned to love the hunt when she started following her father to @placeholder for his own hunts at age 9",0,superglue
record_56318,"Passage: By Daily Mail Reporter Survivor: Leon Leyson was the youngest Jewish survivor of the Holocaust spared by being on Schindler's List. Oskar Schindler kept an eye on the Leyson family among the hundreds of other Jews he saved. The youngest Jewish refugee to be saved from the Holocaust by Oskar Schindler has died. Leon Leyson, 83, was just 13 when he was taken on as a Schindler employee, he went on to live in Los Angeles, served in the U.S. army and worked as a teacher in industrial arts - keen to give something back to his adoptive country. Living in Krakow, he was 10 when the Nazis invaded Poland. Jews were forced to live in a ghetto but Leyon's father, Morris was one of the few men allowed out to work, NBC News reports.
@highlight
Leon Leyson, a 13-year-old Jew living in Krakow was the youngest factory worker put on Oskar Schindler's list which saved thousands from the death camps
@highlight
Known as Little Leyson, he worked in Schindler's factory by standing on an upturned box

Query: Among them was the Leyson family, a family of seven who had moved to Krakow so @placeholder could find work.",0,superglue
record_53538,"Passage: Jerusalem (CNN) -- A threatened Israeli attack on Iran's nuclear program carries enormous risks for the Jewish state, including international isolation, retaliation at home and abroad, and steep economic costs. And that's if it works. While Israel has the most advanced military in the Middle East -- including a suspected-but-undeclared nuclear arsenal of its own -- Israeli analysts say there's no guarantee that a unilateral strike will roll back an Iranian program it sees as a threat to its survival. Yet that's the choice observers say the Jewish state may soon face, and some argue the benefits would outweigh the costs military action would incur.
@highlight
Israel could face isolation and retaliation if it attacks Iran
@highlight
A successful raid could set back Iran's uranium enrichment effort by several years
@highlight
Israel must balance the risks and benefits of attacking nuclear sites in Iran

Query: Israeli authorities argue that if Iran develops nuclear weapons, it would trigger a @placeholder arms race among Iran's rivals for regional influence.",0,superglue
record_49178,"Passage: By Daily Mail Reporter Seattle Seahawks star Richard Sherman has condemned those who called him a 'thug' after his adrenalin-fueled, post-game rant on Sunday saying that the word is the 'accepted way of calling somebody the n-word nowadays'. The corner back, who is on his way to the Superbowl, said on Wednesday that he has done nothing 'villainous' such as be suspended for off-field fighting or arrested - actions that could be considered thug-like behavior. Sherman has apologized on several occasions for verbally attacking San Francisco 49ers running back Michael Crabtree on TV after winning the Super Bowl qualifying game. However he condemned those who launched attacks on him with racial undertones.
@highlight
The Seattle Seahawks cornerback said on Wednesday that he had done nothing 'villainous'
@highlight
After winning Super Bowl qualifying game against the 49ers, Sherman ranted on live TV against 49ers receiver Michael Crabtree

Query: In an interview with CNN on Wednesday, a composed Sherman apologized for the tirade following the @placeholder 23-17 win over the 49ers in which he played a crucial role with a pass deflection in the end zone that resulted in the game-clinching interception.",0,superglue
record_17956,"Passage: More than 100 undocumented children without families were expected to arrive in Arizona from south Texas on Sunday as part of a federal transport of underage immigrants to the state by the Department of Homeland Security, a spokesman said. Last week, nearly 1,000 ""unaccompanied alien children"" had already arrived in Tucson and Phoenix from places like McAllen and El Paso, Texas, as part of a resettlement process of the minors, most of whom come from Central America, to their native countries. Unlike a Mexican immigrant who arrives to the United States, a Central American immigrant cannot be processed as quickly because of proximity to their native country. Homeland Security is prohibited from immediately deporting the children if they are not from Canada or Mexico, causing the backlog of immigrants in U.S. detention centers.
@highlight
The number of undocumented children has spiked, straining Texas centers
@highlight
Homeland Security has transferred nearly 1,000 youngsters to Arizona facilities
@highlight
Better weather, worsening economies in Central America may be factors
@highlight
Arizona Gov. Jan Brewer objects to earlier family group transfers to her state

Query: Separate from unaccompanied children being sent to the state, family groups were also being sent by the federal government to @placeholder, a process that has outraged Arizona lawmakers, including Gov.",0,superglue
record_97172,"Passage: (CNN) -- Pressure is mounting on Republicans to address spreading public protests against Wall Street. How they answer could shape the political landscape from here to the November elections. Republicans haven't had to pay much attention to Occupy Wall Street till now -- they could afford to sniff that the crowds in Zuccotti Park looked more like Woodstock than Wall Street. But as demonstrations have sprung up across the U.S. and Europe, reverberating through social media and gaining more serious attention from mainstream media, politicians must pay more attention. President Obama and fellow Democrats have already leapt to the support of protesters. The cries of frustration and anger from the streets dovetail perfectly with the president's own shift leftward, populist stance, efforts to blame the rich for America's economic woes, and demands that they pay higher taxes. So perfect is the fit that some conservatives suspect that Democratic partisans are quietly fueling the protests.
@highlight
Writers: GOP has ignored Occupy Wall St so far, but it has to tackle those issues
@highlight
Democrats have taken on the populist notion of income inequality, they say
@highlight
Americans getting more angry with huge gap between the top 1% versus the 99%, they say
@highlight
Writers: GOP must address inequality, face reality that rising tide no longer lifts all boats

Query: Some in the @placeholder hope the protesters will disappear with the first frost, taking the controversy with them.",0,superglue
record_38514,"Passage: By Associated Press Reporter PUBLISHED: 14:24 EST, 3 August 2013 | UPDATED: 15:25 EST, 3 August 2013 Organizers of a new event planned for several U.S. cities plan to unleash bulls to sprint through fenced-in courses as daredevils try to avoid being trampled. The Great Bull Run is inspired by the annual running of the bulls in Pamplona, Spain. It's set to kick off August 24 at a drag-racing strip south of Richmond, Virginia. A second event is planned for October 19 at an Atlanta-area horse park that hosted events for the 1996 Olympics. Give chase: One company is organizing running of the bulls events all over the U.S. to give Americans a taste for the Spanish tradition
@highlight
The Great Bull Run will happen at several U.S. cities starting August 24 in Richmond, Virginia
@highlight
The event is modeled off the annual Running of the Bulls in Pamplona, Spain during the festival of San Fermin
@highlight
The tradition is extremely dangerous will people getting gored and even killed regularly
@highlight
The event organizers are changing parts of the run to make it safer for American participants

Query: Safer: The American organizers are putting certain systems in place to make their events much safer than the running in @placeholder",0,superglue
record_4686,"Passage: ARLINGTON, Virginia (CNN) -- Barack Obama marked his first Memorial Day as president on Monday, calling on Americans to remember U.S. troops who died in the service of their country and navigating a Civil War memorial controversy. President Obama pays tribute to veterans at a wreath-laying at Arlington National Cemetery on Monday. The president participated at the 141st annual Memorial Day wreath-laying ceremony at Arlington National Cemetery's Tomb of the Unknowns. The men and women buried at Arlington ""waged war so that we may know peace,"" Obama said. ""They were willing to give up everything for the defense of our freedom [and] were willing to sacrifice all for their country. ... They are the best of America.""
@highlight
Obama continues controversial sending of wreath to Confederate Memorial
@highlight
President also sends wreath to African-American Civil War Memorial
@highlight
Obama takes part in Memorial Day wreath-laying at Arlington National Cemetery
@highlight
Men and women buried there ""waged war so that we may know peace,"" he said

Query: Memorial Day was first marked May 30, 1868, three years after the end of the @placeholder.",0,superglue
multirc_17634,"Paragraph: Dr. Alex Cross is a psychiatrist and police lieutenant who lives in Detroit with his wife , Maria , their children , Damon and Janelle , and his grandmother , Nana Mama . Upon learning that Maria is pregnant with their third child , Cross considers accepting a job as an FBI profiler , but fears Maria's reaction , as it 'd require them to relocate to Washington , D.C. Meanwhile , a man called Picasso attends to an illegal underground Mixed Martial Arts fighting ring , where he flirts with businesswoman Fan Yau . After brutally beating his opponent , Picasso is invited to Fan Yau's house , where he sedates her while they 're having sex , tortures and kills her . Police Captain Richard Brookwell calls Cross and his partner , Tommy Kane , to the crime scene . On the way there , Cross tells Kane about Maria's pregnancy and the the FBI's offer , and Kane reveals that he is secretly dating their colleague , Monica Ashe . Cross deduces that Picasso is a professional assassin , and finds a sketch made behind by Picasso , revealing that his next target is businessman Erich Nunemarcher . Cross , Kane and Ashe go to Nunemarcher's office , but Nunemarcher ignores their claims . Picasso manages to enter the building , but is prevented from killing Nunemarcher by Cross , and escapes after being shot by Kane . Cross analyzes a drop of Picasso's blood and learns that he is a psychotic former member of the Special Forces and that his real target is billionaire CEO Leon Mercier . Cross informs Mercier that Picasso might be trying to kill him . 

Question: Where did Picasso meet the woman he sedated?

Answer: An illegal underground Mixed Martial Arts fighting ring",1,superglue
multirc_1043,"Paragraph: We do not know exactly how the hijackers gained access to the cockpit; FAA rules required that the doors remain closed and locked during flight. Ong speculated that they had ""jammed their way"" in. Perhaps the terrorists stabbed the flight attendants to get a cockpit key, to force one of them to open the cockpit door, or to lure the captain or first officer out of the cockpit. Or the flight attendants may just have been in their way. At the same time or shortly thereafter, Atta-the only terrorist on board trained to fly a jet-would have moved to the cockpit from his business-class seat, possibly accompanied by Omari. As this was happening, passenger Daniel Lewin, who was seated in the row just behind Atta and Omari, was stabbed by one of the hijackers-probably Satam al Suqami, who was seated directly behind Lewin. Lewin had served four years as an officer in the Israeli military. He may have made an attempt to stop the hijackers in front of him, not realizing that another was sitting behind him. The hijackers quickly gained control and sprayed Mace, pepper spray, or some other irritant in the first-class cabin, in order to force the passengers and flight attendants toward the rear of the plane. They claimed they had a bomb. About five minutes after the hijacking began, Betty Ong contacted the American Airlines Southeastern Reservations Office in Cary, North Carolina, via an AT&T airphone to report an emergency aboard the flight. This was the first of several occasions on 9/11 when flight attendants took action outside the scope of their training, which emphasized that in a hijacking, they were to communicate with the cockpit crew. The emergency call lasted approximately 25 minutes, as Ong calmly and professionally relayed information about events taking place aboard the airplane to authorities on the ground. At 8:19, Ong reported:""The cockpit is not answering, somebody's stabbed in business class-and I think there's Mace-that we can't breathe-I don't know, I think we're getting hijacked."" She then told of the stabbings of the two flight attendants. At 8:21, one of the American employees receiving Ong's call in North Carolina, Nydia Gonzalez, alerted the American Airlines operations center in Fort Worth, Texas, reaching Craig Marquis, the manager on duty. Marquis soon realized this was an emergency and instructed the airline's dispatcher responsible for the flight to contact the cockpit. At 8:23, the dispatcher tried unsuccessfully to contact the aircraft. 

Question: Who likely stabbed the man who served four years in the Israeli military?

Answer: A passenger",0,superglue
record_31770,"Passage: Former Republican presidential nominee Mitt Romney is heading to North Carolina next week to campaign with Republican Senate nominee Thom Tillis, CNN has learned. This comes as GOP officials believe Tillis, the North Carolina House Speaker, has closed the gap in his race against endangered incumbent Sen. Kay Hagan. Romney, who won North Carolina in the 2012 general election, is scheduled to attend a rally with Tillis in Raleigh next Wednesday, which ""will be a big shot of momentum"" for the campaign in the closing days, campaign manager Jordan Shaw told CNN. Tillis allies believe they have gained some support following the controversy surrounding Hagan admitting she missed a classified briefing on ISIS and other security threats to attend a fundraiser. That revelation, prompted by questioning from CNN producer Ted Barrett, prompted Hagan then to attack her opponent on missing legislative work in favor of fundraising.
@highlight
Mitt Romney to attend a Thom Tillis rally next week in North Carolina
@highlight
Sources: Romney cool on third presidential bid, but is listening to people who want him in the race
@highlight
""A lot of people in Romneyland are rooting for him to get in""

Query: Another source close to @placeholder put it this way: ""I wouldn't bet on it, but I wouldn't bet either.""",0,superglue
record_70099,"Passage: By Emma Thomas PUBLISHED: 12:25 EST, 15 October 2013 | UPDATED: 14:03 EST, 15 October 2013 A super slim vet saved a sheepdog stuck in a rocky crevice after mountain rescuers were too big to reach him. Slightly-built Kes Taylor, 35, was brought in to wriggle down the tiny gap to reach the collie dog, Chip, stuck 82ft underground. Kes was the smallest volunteer in the desperate operation to rescue Chip who had been trapped in the crevice for two days. Scroll down for video Claustraphobic: Super skinny Kes Taylor (pictured) was called in to help rescue Chip who had been stuck for two days. Male rescuers got stuck when they tried to reach the dog
@highlight
Vet Kes Taylor was lowered in to the gap after others got stuck
@highlight
She spent an hour wriggling through the narrow space to reach sheepdog Chip
@highlight
The dog fell down the crevice while rounding up sheep and had been stuck for two days

Query: But after the male rescuers failed to reach him, they asked @placeholder to descended into the crevice attached to ropes.",0,superglue
