problem_id,split,final_correct,num_turns,first_try_correct,recoveries,avg_confidence
q69,subset_100,False,3,False,False,0.10000000000000002
q70,subset_100,False,3,False,False,0.10000000000000002
q71,subset_100,False,3,False,False,0.10000000000000002
q72,subset_100,False,3,False,False,0.10000000000000002
q73,subset_100,False,3,False,False,0.10000000000000002
q74,subset_100,False,3,False,False,0.10000000000000002
q75,subset_100,False,3,False,False,0.10000000000000002
q76,subset_100,False,3,False,False,0.10000000000000002
q77,subset_100,False,3,False,False,0.10000000000000002
q78,subset_100,False,3,False,False,0.10000000000000002
q79,subset_100,False,3,False,False,0.10000000000000002
q80,subset_100,False,3,False,False,0.10000000000000002
q81,subset_100,False,3,False,False,0.10000000000000002
q82,subset_100,False,3,False,False,0.10000000000000002
q83,subset_100,False,3,False,False,0.10000000000000002
q84,subset_100,False,3,False,False,0.10000000000000002
q85,subset_100,False,3,False,False,0.10000000000000002
q86,subset_100,False,3,False,False,0.10000000000000002
q87,subset_100,False,3,False,False,0.10000000000000002
q88,subset_100,False,3,False,False,0.10000000000000002
q89,subset_100,False,3,False,False,0.10000000000000002
q90,subset_100,False,3,False,False,0.10000000000000002
q91,subset_100,False,3,False,False,0.10000000000000002
q92,subset_100,False,3,False,False,0.10000000000000002
q93,subset_100,False,3,False,False,0.10000000000000002
q94,subset_100,False,3,False,False,0.10000000000000002
q95,subset_100,False,3,False,False,0.10000000000000002
q96,subset_100,False,3,False,False,0.10000000000000002
q97,subset_100,False,3,False,False,0.10000000000000002
q98,subset_100,False,3,False,False,0.10000000000000002
q99,subset_100,False,3,False,False,0.10000000000000002
q100,subset_100,False,3,False,False,0.10000000000000002
