qid,question,ground_truth,topic
mathbench_32,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_33,What is 15 + 27?,42,math_elementary
mathbench_34,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_35,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_36,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_37,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_38,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_39,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_40,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_41,What is 15 + 27?,42,math_elementary
mathbench_42,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_43,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_44,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_45,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_46,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_47,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_48,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_49,What is 15 + 27?,42,math_elementary
mathbench_50,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_51,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_52,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_53,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_54,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_55,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_56,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_57,What is 15 + 27?,42,math_elementary
mathbench_58,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_59,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_60,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_61,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_62,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_63,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_64,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_65,What is 15 + 27?,42,math_elementary
mathbench_66,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_67,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_68,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_69,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_70,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_71,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_72,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_73,What is 15 + 27?,42,math_elementary
mathbench_74,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_75,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_76,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_77,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_78,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_79,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_80,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_81,What is 15 + 27?,42,math_elementary
mathbench_82,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_83,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_84,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_85,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_86,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_87,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_88,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_89,What is 15 + 27?,42,math_elementary
mathbench_90,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_91,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_92,What is the area of a rectangle with length 6 and width 4?,24,math_middle
mathbench_93,Find the derivative of x² + 3x + 2,2x + 3,math_high
mathbench_94,Solve the quadratic equation: x² - 5x + 6 = 0,x = 2 or x = 3,math_high
mathbench_95,Evaluate the integral ∫(2x + 1)dx from 0 to 2,6,math_college
mathbench_96,"Find the eigenvalues of the matrix [[2, 1], [1, 2]]","λ₁ = 3, λ₂ = 1",math_college
mathbench_97,What is 15 + 27?,42,math_elementary
mathbench_98,"If a pizza has 8 slices and you eat 3, how many are left?",5,math_elementary
mathbench_99,Solve for x: 2x + 5 = 13,x = 4,math_middle
mathbench_100,What is the area of a rectangle with length 6 and width 4?,24,math_middle
