qid,question,ground_truth,topic
gsm8k_19,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_20,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_21,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_22,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_23,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_24,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_25,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_26,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_27,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_28,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_29,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_30,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_31,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_32,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_33,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_34,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_35,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_36,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_37,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_38,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_39,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_40,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_41,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_42,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_43,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_44,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_45,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_46,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_47,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_48,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_49,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_50,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_51,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_52,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_53,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_54,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_55,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_56,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_57,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_58,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_59,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_60,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_61,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_62,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_63,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_64,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_65,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_66,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_67,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_68,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_69,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_70,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_71,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_72,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_73,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_74,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_75,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_76,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_77,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_78,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_79,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_80,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_81,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_82,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_83,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_84,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_85,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_86,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_87,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_88,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_89,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_90,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_91,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_92,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_93,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_94,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_95,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
gsm8k_96,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",72,arithmetic
gsm8k_97,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,arithmetic
gsm8k_98,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,arithmetic
gsm8k_99,A robe takes 2 bolts of blue fabric and half that much white fabric. How many bolts of fabric does it take?,3,arithmetic
gsm8k_100,"Tom has 5 times as many books as Jerry. If Jerry has 8 books, how many books do they have together?",48,arithmetic
