qid,question,ground_truth,topic
superglue_68,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_69,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_70,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_71,Is the sky blue?,Yes,boolq
superglue_72,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_73,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_74,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_75,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_76,Is the sky blue?,Yes,boolq
superglue_77,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_78,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_79,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_80,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_81,Is the sky blue?,Yes,boolq
superglue_82,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_83,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_84,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_85,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_86,Is the sky blue?,Yes,boolq
superglue_87,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_88,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_89,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_90,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_91,Is the sky blue?,Yes,boolq
superglue_92,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_93,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_94,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_95,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_96,Is the sky blue?,Yes,boolq
superglue_97,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_98,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_99,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_100,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_101,Is the sky blue?,Yes,boolq
superglue_102,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_103,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_104,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_105,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_106,Is the sky blue?,Yes,boolq
superglue_107,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_108,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_109,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_110,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_111,Is the sky blue?,Yes,boolq
superglue_112,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_113,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_114,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_115,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_116,Is the sky blue?,Yes,boolq
superglue_117,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_118,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_119,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_120,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_121,Is the sky blue?,Yes,boolq
superglue_122,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_123,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_124,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_125,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_126,Is the sky blue?,Yes,boolq
superglue_127,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_128,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_129,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_130,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_131,Is the sky blue?,Yes,boolq
superglue_132,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_133,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_134,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_135,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_136,Is the sky blue?,Yes,boolq
superglue_137,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_138,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_139,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_140,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_141,Is the sky blue?,Yes,boolq
superglue_142,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_143,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_144,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_145,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_146,Is the sky blue?,Yes,boolq
superglue_147,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_148,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_149,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_150,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_151,Is the sky blue?,Yes,boolq
superglue_152,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_153,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_154,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_155,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_156,Is the sky blue?,Yes,boolq
superglue_157,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_158,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_159,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_160,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_161,Is the sky blue?,Yes,boolq
superglue_162,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_163,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_164,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_165,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_166,Is the sky blue?,Yes,boolq
superglue_167,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_168,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_169,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_170,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_171,Is the sky blue?,Yes,boolq
superglue_172,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_173,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_174,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_175,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_176,Is the sky blue?,Yes,boolq
superglue_177,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_178,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_179,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_180,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_181,Is the sky blue?,Yes,boolq
superglue_182,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_183,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_184,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_185,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_186,Is the sky blue?,Yes,boolq
superglue_187,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_188,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_189,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_190,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_191,Is the sky blue?,Yes,boolq
superglue_192,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_193,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_194,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_195,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_196,Is the sky blue?,Yes,boolq
superglue_197,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_198,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_199,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_200,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_201,Is the sky blue?,Yes,boolq
superglue_202,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_203,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_204,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_205,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_206,Is the sky blue?,Yes,boolq
superglue_207,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_208,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_209,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_210,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_211,Is the sky blue?,Yes,boolq
superglue_212,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_213,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_214,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_215,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_216,Is the sky blue?,Yes,boolq
superglue_217,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_218,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_219,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_220,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_221,Is the sky blue?,Yes,boolq
superglue_222,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_223,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_224,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_225,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_226,Is the sky blue?,Yes,boolq
superglue_227,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_228,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_229,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_230,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_231,Is the sky blue?,Yes,boolq
superglue_232,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_233,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_234,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_235,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_236,Is the sky blue?,Yes,boolq
superglue_237,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_238,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_239,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_240,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_241,Is the sky blue?,Yes,boolq
superglue_242,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_243,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_244,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_245,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_246,Is the sky blue?,Yes,boolq
superglue_247,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_248,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_249,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_250,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_251,Is the sky blue?,Yes,boolq
superglue_252,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_253,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_254,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_255,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_256,Is the sky blue?,Yes,boolq
superglue_257,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_258,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_259,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_260,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_261,Is the sky blue?,Yes,boolq
superglue_262,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_263,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_264,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_265,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_266,Is the sky blue?,Yes,boolq
superglue_267,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_268,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_269,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_270,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_271,Is the sky blue?,Yes,boolq
superglue_272,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_273,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_274,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_275,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_276,Is the sky blue?,Yes,boolq
superglue_277,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_278,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_279,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_280,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_281,Is the sky blue?,Yes,boolq
superglue_282,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_283,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_284,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_285,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_286,Is the sky blue?,Yes,boolq
superglue_287,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_288,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_289,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_290,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_291,Is the sky blue?,Yes,boolq
superglue_292,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_293,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_294,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_295,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_296,Is the sky blue?,Yes,boolq
superglue_297,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_298,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_299,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_300,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_301,Is the sky blue?,Yes,boolq
superglue_302,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_303,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_304,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_305,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_306,Is the sky blue?,Yes,boolq
superglue_307,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_308,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_309,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_310,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_311,Is the sky blue?,Yes,boolq
superglue_312,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_313,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_314,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_315,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_316,Is the sky blue?,Yes,boolq
superglue_317,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_318,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_319,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_320,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_321,Is the sky blue?,Yes,boolq
superglue_322,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_323,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_324,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_325,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_326,Is the sky blue?,Yes,boolq
superglue_327,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_328,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_329,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_330,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_331,Is the sky blue?,Yes,boolq
superglue_332,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_333,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_334,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_335,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_336,Is the sky blue?,Yes,boolq
superglue_337,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_338,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_339,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_340,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_341,Is the sky blue?,Yes,boolq
superglue_342,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_343,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_344,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_345,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_346,Is the sky blue?,Yes,boolq
superglue_347,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_348,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_349,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_350,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_351,Is the sky blue?,Yes,boolq
superglue_352,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_353,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_354,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_355,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_356,Is the sky blue?,Yes,boolq
superglue_357,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_358,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_359,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_360,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_361,Is the sky blue?,Yes,boolq
superglue_362,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_363,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_364,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_365,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_366,Is the sky blue?,Yes,boolq
superglue_367,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_368,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_369,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_370,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_371,Is the sky blue?,Yes,boolq
superglue_372,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_373,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_374,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_375,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_376,Is the sky blue?,Yes,boolq
superglue_377,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_378,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_379,What is the relationship between these words: cat and dog,Both are pets,wic
